Nr. crt.,Adresa,Nr,Sector,Anul construirii,Regimul de inaltime,Numar de apartamente,Aria desfasurata,Anul Elaborarii Expertizei Tehnice,Expertul tehnic atestat pentru cerinţa esenţiala de calitate-rezistenţă mecanică şi stabilitate de către M.D.R.A.P.,Observatii,Clasa de risc seismic
2100,Strada POPA TATU,52 (corp A+B),Sector 1,1940,S+P+1E,0,0,1993,Nicolae TEMELCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2101,Strada POPA TATU,70,Sector 1,1936,S+P+2E+Ma,0,0,1996,Horia DUGAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2102,Strada POPA TATU,72,Sector 1,1925,S+P+1E,0,0,1993,Ion LUNGU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2103,Strada POTERAS,3 (corp A+B+C),Sector 4,1910,S+P,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2104,Strada POTERAS,13,Sector 4,1901,S+P+Ma,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2105,Strada POTERAS,22,Sector 4,1921,S+P+5E,0,0,1993,Eugeniu IORDACHESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2106,Strada POTERAS,26A,Sector 4,1932,S+P+1E+Ma,0,0,1993,Dan STANCIULESCU,U2. U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2107,Strada POTERAS,36 (corp A+C),Sector 4,1910,S+P+Ma; S+P,0,0,1993,Dan STANCIULESCU,U3. U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2108,Strada POTERAS,37,Sector 4,1910,S+P+1E,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2109,Strada POTERAS,39,Sector 4,1916,S+P,0,0,1993,Dan STANCIULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2110,Strada POTERAS,41,Sector 4,1916,S+P+1E,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2111,Strada POTERAS,45,Sector 4,1916,S+P,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2112,Strada POVERNEI,7,Sector 1,1932,S+P+3E,6,1.155,1994,Rodica VASILESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2113,Strada POVERNEI,10 (corp A+B+C),Sector 1,1922,S+P+2E,0,0,1993,Gabriel NICULESCU,U2. U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2114,Strada PRECUPETII VECHI,44,Sector 2,1934,S+P+1E+Ma,0,0,1993,Anatolie CAZACLIU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2115,Strada PRECUPETII VECHI,50,Sector 2,1937,S+P+1E+Ma,0,0,1993,Anatolie CAZACLIU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2116,Strada PRECUPETII VECHI,61,Sector 2,1900,S+P+1E,0,0,1993,Constantin DALBAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2117,Aleea PRICOPAN,4 (bloc 12),Sector 5,1969,S+P+4E,40,2.244,1993,Gabriel NICULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2118,Aleea PRICOPAN,6 (bloc 16),Sector 5,1969,S+P+4E,40,2.244,1993,Gabriel NICULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2119,Aleea PRICOPAN,6A (bloc 18),Sector 5,1969,S+P+4E,40,2.244,1993,Gabriel NICULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2120,Aleea PRICOPAN,8 (bloc 19),Sector 5,1969,S+P+4E,40,2.244,1993,Mircea CONDRUT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2121,Aleea PRICOPAN,12 (bloc 20),Sector 5,1969,S+P+4E,40,2.244,1993,Mircea CONDRUT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2122,Strada PRINCIPATELE UNITE,2 (vila A+A'),Sector 4,1930,S+P+1E+Ma; S+P+1E,3,573,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2123,Strada PRINCIPATELE UNITE,2 (vila B),Sector 4,1930,S+P+1E,2,375,1993,Dan STANCIULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2124,Strada PRINCIPATELE UNITE,59,Sector 4,1925,S+P; S+P+1E,0,0,1993,Valentin SEVCENCO,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2125,Strada PRINCIPATELE UNITE,64 (corp C+D),Sector 4,1910,S+P; S+P+1E; S+P,0,0,1993,Valentin SEVCENCO,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2126,Strada PRINCIPATELE UNITE,70,Sector 4,1890,S+P+1E,0,0,1993,Valentin SEVCENCO,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2127,Strada PRINCIPATELE UNITE,71,Sector 4,1890,S+P+1E; S+P,0,0,1993,Valentin SEVCENCO,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2128,Strada PROFESORILOR,4,Sector 4,1940,S+P+1E+Ma,0,0,1993,Adina SIMION,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2129,Strada PROFESORILOR,8,Sector 4,1940,S+P+1E+Ma,0,0,1993,Adina SIMION,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2130,Intrarea PROGRESULUI,17C,Sector 1,1920,S+P+2E+Ma,0,0,1993,Emil COROIU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2131,Strada PROGRESULUI,3,Sector 1,1890,S+P+2E+Ma,0,0,1993,Gabriel NICULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2132,Strada PROGRESULUI,4,Sector 1,1930,S+P+3E+Ma,0,0,1993,Eugeniu IORDACHESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2133,Strada PROGRESULUI,16,Sector 1,1910,S+P+1E,0,0,1993,Gabriel NICULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2134,Strada PUSCASULUI,18,Sector 1,1915,S+P+Ma,0,0,1993,Dan ANASTASIU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2135,Strada RADU BELLER,25,Sector 1,1946,S+P+4E,0,833,1993,Gabriel NICULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2136,Strada RADU CALOMFIRESCU,1,Sector 3,1895,S+P+1E,0,0,1993,Vasile BOGDAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2137,Strada RADU CALOMFIRESCU,3,Sector 3,1923,S+P+2E+Ma,0,0,1993,Rodica ANGELESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2138,Strada RADU CALOMFIRESCU,11,Sector 3,1867,S+P+1E,0,0,1993,Mihai COICULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2139,Strada RAFAEL,2,Sector 2,1920,S+P+3E,0,0,1993,Adina SIMION,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2140,Calea RAHOVEI,51,Sector 4,1900,S+P,0,0,1993,Alexandru BRANZEI,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2141,Calea RAHOVEI,53,Sector 4,1910,S+P+2E,0,0,1993,Dan STANCIULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2142,Calea RAHOVEI,65 (corp A+B+C),Sector 4,1914; 1928,S+P,0,0,1993,Cristian BALAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2143,Calea RAHOVEI,69,Sector 4,1932,S+P+3E+Ma,0,1.164,1995,Nicolae TOPA,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2144,Calea RAHOVEI,71 (corp A+B),Sector 4,1895,S+P+1E; S+P+2E,0,0,1993,Cristian BALAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2145,Calea RAHOVEI,72 (corp A+B),Sector 4,1915,S+P,0,0,1993,Alexandru BRANZEI,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2146,Calea RAHOVEI,74÷76,Sector 4,1900,S+P+1E+Ma,0,0,1993,Corneliu NICUT,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2147,Calea RAHOVEI,86 (corp A+B+C),Sector 4,1900,S+P+1E,0,0,1993,Cristian BALAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2148,Calea RAHOVEI,92,Sector 4,1920,S+P+2E+Ma,0,0,1993,Dan STANCIULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2149,Strada RASPANTIILOR,29,Sector 2,1934,S+P+2E,0,0,1993,Niculaie TUDOSE,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2150,Strada RAUREANU,5,Sector 5,1927,S+P+3E+Ma,0,539,1995,Iorgu NICULA,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2151,Bulevardul REGINA MARIA,30,Sector 4,1919,S+P+1E,0,0,1993,Cristian BALAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2152,Bulevardul REGINA MARIA,47,Sector 4,1910,S+P+2E+Ma,0,0,1993,Gabriel NICULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2153,Bulevardul REGINA MARIA,57,Sector 4,1930,S+P+2E+Ma,0,0,1994,Traian POPP,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2154,Bulevardul REGINA MARIA,62,Sector 4,1900,S+P+3E,0,0,1994,Traian POPP,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2155,Bulevardul REGINA MARIA,74,Sector 4,1930,S+P+1E,0,0,1993,Adina SIMION,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2156,Bulevardul REGINA ELISABETA,15÷19,Sector 3,1979,S+P+7E,0,6.143,1994,Radu DIAMANDOPOL,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2157,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),30 (10),Sector 5,1900,S+P+3E+Ma,0,0,1993,Gabriel NICULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2158,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),33 (13),Sector 5,1885,S+P+2E,0,0,1996,Marin TEODOR,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2159,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),39 (19),Sector 5,1875,S+P+3E,0,0,1993,Anca GRIGORAS,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2160,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),41 (21),Sector 5,1920,S+P+2E+Ma,0,1.558,1993,Dan STANCIULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2161,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),54 (34),Sector 5,1880,S+P+Mz+3E+Ma,0,0,1993,Helmuth KOBER,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2162,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),61 (41),Sector 5,1927,S+P+4E+Ma,0,0,1993,Niculaie TUDOSE,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2163,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),71 (51),Sector 5,1900,S+P+2E+Ma,0,0,1993,Radu PETROVICI,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2164,Bulevardul REGINA ELISABETA (fost Bulevardul MIHAIL KOGĂLNICEANU),73 (53),Sector 5,1900,S+P+2E+Ma,0,0,1993,Vladimir AMBROZIE,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2165,Bulevardul REGINA MARIA,30,Sector 4,1919,P+1E,0,0,1993,Constantin BĂLAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2166,Bulevardul REGINA MARIA,36,Sector 4,1900,P+1E+Ma,0,0,1993,Dan STĂNCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2167,Bulevardul REGINA MARIA,47,Sector 4,1910,P+2E+Ma,0,0,1993,Gabriel NICULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2168,Bulevardul REGINA MARIA,57,Sector 4,1930,P+2E+Ma,0,0,1994,Traian POPP,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2169,Bulevardul REGINA MARIA,62,Sector 4,1900,P+3E,0,0,1994,Traian POPP,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2170,Bulevardul REGINA MARIA,74,Sector 4,1930,P+1E,0,0,1993,Adina SIMION,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2171,Strada RIPICENI,2,Sector 2,1976,S+P+10E,0,0,1993,Gabriel NICULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2172,Strada RITORIDE,14,Sector 5,1929,S+P+1E+Pod,0,0,1993,Alexandru NEAGU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2173,Strada ROBERT KOCH,8,Sector 5,1938,S+P+1E,0,0,1993,Gabriel TOMESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2174,Strada ROMA,41,Sector 1,1927,S+P+1E+Ma,3,549,1995,Valentin SEVCENCO,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2175,Strada ROMULUS,2,Sector 2,1932,S+P+2E+Ma,0,0,1993,Aurel COMANESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2176,Strada ROMULUS,6,Sector 2,1942,S+P+2E,0,0,1993,Ion VARSA,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2177,Strada ROMULUS,16,Sector 2,1930,S+P+3E+Ma,0,0,1993,Dan POPESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2178,Strada ROMULUS,79,Sector 3,1935,S+P+1E,0,0,1993,Adina SIMION,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2179,Strada ROMULUS,83÷85,Sector 3,1900,S+P+2E,0,0,1993,Adina SIMION,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2180,Strada RONDA,24,Sector 2,1930,S+P+2E+Ma,0,0,1993,Adina SIMION,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2181,Strada ROTASULUI,4 (corp A+B+C),Sector 1,1930,S+P+1E; S+P,0,0,1993,Dan POPESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2182,Strada RUMEOARA,25,Sector 2,1930,S+P+2E,0,0,1993,Dan POPESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2183,Strada RUMEOARA,29,Sector 2,1908,S+P+1E+Ma,0,0,1993,Dan GEORGESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2184,Strada RUMEOARA,30,Sector 2,1936,S+P+2E+Ma,0,0,1993,Eugen ANTONESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2185,Strada RUMEOARA,35,Sector 2,1925,S+P+3E+Ma,0,0,1993,Dan POPESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2186,Strada RUSETU,10 (bloc 16),Sector 6,1961,S+P+4E,0,0,1993,Mircea NEICU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2187,Strada SACHELARIE VISARION,8,Sector 2,1975,S+P+10E,0,0,1994,Mircea NEICU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2188,Strada SAGETII,1 (corp A+B),Sector 2,1885; 1905,S+P+2E+Ma; S+P,0,0,1993,Liliana BALTATEANU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2189,Strada SAGETII,5,Sector 2,1900,S+P+1E+Ma,0,0,1993,Adina SIMION,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2190,Strada SAGETII,9,Sector 2,1931,S+P+3E,0,0,1993,Leonid NEAGOE,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2191,Strada SALCAMILOR,7,Sector 2,1901,S+P+1E+Ma,0,0,1993,Stelian PICULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2192,Strada SAPIENTEI,2 (corp A),Sector 5,1927,S+Ds+P+3E,0,0,1993,Cristian ENESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2193,Strada SAPIENTEI,6,Sector 5,1921,S+P+3E+Ma,0,0,1995,Armand NEFIAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2194,Strada SARMISEGETUZA,3,Sector 3,1878,S+P+1E+Ma,0,0,1993,Mircea MIRONESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2195,Strada SARMISEGETUZA,6,Sector 3,1883,S+P+1E+Ma,0,0,1993,Mircea MIRONESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2196,Strada SARMISEGETUZA,8,Sector 3,1910,S+P+2E+Ma,0,0,1993,Mircea MIRONESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2197,Strada SCARLAT OTULESCU,4,Sector 5,1960,S+P+4E,20,1.194,1995,Adina SIMION,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2198,Strada SCARLATESCU,26,Sector 1,1920,S+P,0,0,1993,Mircea PERJESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2199,Bulevardul SCHITU MAGUREANU,5,Sector 1,1890,S+P+2E,0,0,1995,Mihai URSACHESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2200,Bulevardul SCHITU MAGUREANU,7,Sector 1,1940,S+P+1E,0,0,1993,Nicolae TEMELCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2201,Bulevardul SCHITU MAGUREANU,9,Sector 1,1930,S+P+1E+Ma,4,400,1995,Eugen ANTONESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2202,Bulevardul SCHITU MAGUREANU,20,Sector 1,1923,S+P+3E,0,0,1993,Dan ANASTASIU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2203,Bulevardul SCHITU MAGUREANU,21,Sector 1,1890,S+P+1E,0,0,1993,Dan ANASTASIU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2204,Bulevardul SCHITU MAGUREANU,41,Sector 1,1940,S+P+2E+Ma,0,0,1993,Gheorghe AFANASENCO,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2205,Bulevardul SCHITU MAGUREANU,41B,Sector 1,1921,S+P+1E,0,0,1993,Dan ANASTASIU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2206,Bulevardul SCHITU MAGUREANU,51 (corp A+B+C),Sector 1,1910,S+P+1E,0,0,1993,Ecaterina BALL,U1. U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2207,Bulevardul SCHITU MAGUREANU,57,Sector 1,1920,S+P+3E,16,1.829,1993,Gheorghe DRUGEA,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2208,Strada SELARI,15,Sector 3,1910,S+P+2E,0,0,1993,Mihai URSACHESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2209,Strada SELARI,17,Sector 3,1890,S+P+2E,0,0,1993,Mihai URSACHESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2210,Strada SELARI,18,Sector 3,1930,S+P+2E,0,0,1993,Mihai URSACHESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
2211,Strada SELARI,20,Sector 3,1896,S+P+2E+Ma,0,0,1993,Mihai URSACHESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
